commodity,year,month,price,price_change,price_pct_change,MA7,MA30
COFFEE,2000,1,117.08125,0.3500000000000004,0.0031259338932122147,116.98928571428573,
COFFEE,2000,2,110.58333333333333,-1.1277777777777784,-0.009628201357376234,113.41428571428571,
COFFEE,2000,3,105.75,-0.33750000000000024,-0.002662951272532226,106.55267857142857,
COFFEE,2000,4,98.98125,-1.487499999999999,-0.014628178605462937,102.68660714285714,108.38374999999999
COFFEE,2000,5,96.71000000000001,-0.24000000000000066,-0.002122166812885149,97.19642857142858,103.95433333333332
COFFEE,2000,6,92.5125,-0.08124999999999893,-0.0005908011681787002,93.91696428571429,99.19708333333334
COFFEE,2000,7,85.31875,-0.18125000000000036,-0.0011817892567821636,87.21071428571427,94.43270833333334
COFFEE,2000,8,83.67222222222222,-1.0055555555555553,-0.011554628086824444,85.43095238095238,90.4862962962963
COFFEE,2000,9,76.26875,-0.25,-0.0026284119935458734,77.68928571428572,85.42854166666667
COFFEE,2000,10,80.15555555555555,0.2944444444444435,0.0037789806678061332,78.9468253968254,81.72351851851852
COFFEE,2000,11,74.3125,-0.8937499999999988,-0.010910737019387912,76.83214285714286,79.253125
COFFEE,2000,12,65.65625,-1.2437500000000004,-0.01726733343757776,69.3125,75.625
COFFEE,2001,1,63.794444444444444,0.08888888888888857,0.0014321537481944775,64.00555555555555,71.935
COFFEE,2001,2,62.6875,-0.33750000000000036,-0.0052467561742197254,63.35625,67.46375
COFFEE,2001,3,63.55625,-0.03125000000000003,-0.00032151143185415,63.17946428571428,64.34291666666667
COFFEE,2001,4,58.28333333333333,-0.49444444444444396,-0.008134515937152366,60.166666666666664,62.6087037037037
COFFEE,2001,5,64.96111111111111,0.8166666666666669,0.014239850532206964,62.32777777777778,61.943703703703704
COFFEE,2001,6,58.24375,-0.9125000000000005,-0.013988167956884276,61.14821428571429,61.61895833333333
COFFEE,2001,7,53.644444444444446,-0.6166666666666664,-0.01107449703559891,55.349999999999994,59.638703703703705
COFFEE,2001,8,49.975,-0.46250000000000036,-0.009089008622090524,51.17053571428571,57.428124999999994
COFFEE,2001,9,48.5875,-0.006249999999999634,0.00024398413117374985,48.98303571428571,53.52354166666667
COFFEE,2001,10,45.925,-0.3649999999999999,-0.00776843084021246,46.91357142857143,50.054500000000004
COFFEE,2001,11,45.9875,0.0,0.00022393785098883713,45.77142857142857,47.707708333333336
COFFEE,2001,12,42.81875,-0.043750000000000185,-0.00069376904798005,43.61785714285715,46.071041666666666
COFFEE,2002,1,48.9875,0.6499999999999995,0.0143832078885862,46.60892857142857,45.50875
COFFEE,2002,2,44.54375,-0.8187499999999996,-0.01718203715742746,46.80714285714286,45.735416666666666
COFFEE,2002,3,48.84375,1.5499999999999998,0.03270401571541879,46.07946428571429,45.7825
COFFEE,2002,4,56.345000000000006,-0.21999999999999958,-0.00358025175496738,55.29357142857143,49.05616666666667
COFFEE,2002,5,48.54375,-0.7125000000000004,-0.013792084228191575,51.058928571428574,50.38604166666667
COFFEE,2002,6,49.91875,0.17499999999999982,0.0040460631973571375,49.426785714285714,51.450208333333336
COFFEE,2002,7,49.17,0.09500000000000028,0.00228315694947887,48.95,50.97816666666667
COFFEE,2002,8,47.66875,-0.17499999999999982,-0.0033477999732113746,48.520535714285714,49.093333333333334
COFFEE,2002,9,56.22222222222222,1.1444444444444442,0.02215810100239051,52.84206349206349,49.85166666666667
COFFEE,2002,10,57.27777777777778,-0.1555555555555554,-0.0024950272133870445,57.3468253968254,52.24611111111111
COFFEE,2002,11,65.69375,0.7999999999999998,0.014184736573547636,62.66339285714286,55.87833333333333
COFFEE,2002,12,63.57222222222222,-0.6333333333333336,-0.009620428394065456,65.39444444444445,60.540740740740745
COFFEE,2003,1,62.892857142857146,1.0,0.016712871812011528,61.545918367346935,62.14380952380952
COFFEE,2003,2,65.575,-0.03125,-0.00036136925825412496,64.75357142857143,63.901041666666664
COFFEE,2003,3,57.89375,-0.9937499999999995,-0.015396036061129874,60.823214285714286,63.173541666666665
COFFEE,2003,4,60.64444444444444,0.40000000000000013,0.0069929128786251115,59.66587301587302,61.68592592592592
COFFEE,2003,5,67.81875,0.9124999999999996,0.015240794011239574,65.17053571428572,62.307291666666664
COFFEE,2003,6,59.90555555555555,-0.7111111111111109,-0.010182359280811456,62.36984126984127,61.955555555555556
COFFEE,2003,7,60.44444444444444,-0.12777777777777763,-0.0018183969052107,60.43571428571428,62.25259259259259
COFFEE,2003,8,63.362500000000004,0.03125,0.0010831742447436866,62.70625,62.489583333333336
COFFEE,2003,9,65.84,0.8,0.01273325354564927,63.83142857142857,61.95933333333333
COFFEE,2003,10,63.4125,-0.90625,-0.013752138346069838,65.87321428571428,63.590625
COFFEE,2003,11,59.4125,-0.27500000000000036,-0.004403338726787874,60.54464285714286,63.484791666666666
COFFEE,2003,12,62.23,0.4,0.00676918367859797,61.182857142857145,62.88766666666667
COFFEE,2004,1,68.62857142857142,1.1142857142857139,0.017078174893533714,65.82551020408164,62.69166666666667
COFFEE,2004,2,73.52777777777777,0.4833333333333343,0.0069415776438475005,72.0595238095238,64.94962962962963
COFFEE,2004,3,73.38,-0.05,-0.0005581590627108799,73.36785714285713,69.131
COFFEE,2004,4,72.87142857142858,-0.37142857142857266,-0.0050031732248161575,73.4234693877551,72.15476190476191
COFFEE,2004,5,69.4125,-0.29999999999999893,-0.0038456266809592,70.50535714285715,72.55958333333332
COFFEE,2004,6,82.78333333333333,1.5111111111111104,0.021669107139776957,78.41666666666667,73.81018518518519
COFFEE,2004,7,69.53125,-1.8249999999999993,-0.02284939291196916,74.79285714285714,74.5625
COFFEE,2004,8,66.61666666666666,-0.3444444444444454,-0.005020137064460989,67.31428571428572,73.11555555555555
COFFEE,2004,9,69.1125,0.6062500000000011,0.009434725397071525,68.20357142857142,72.02020833333333
COFFEE,2004,10,77.23125,0.5124999999999993,0.008425253604745424,74.49910714285714,70.30708333333334
COFFEE,2004,11,78.64,0.6,0.00783142944959158,77.34428571428572,72.18083333333333
COFFEE,2004,12,94.99375,1.7874999999999999,0.02243162971094106,89.63035714285715,78.24208333333333
COFFEE,2005,1,98.275,0.5062499999999996,0.005844358666568938,97.55,85.50625000000001
COFFEE,2005,2,110.07777777777778,1.6222222222222231,0.015744239156801832,104.7404761904762,93.28351851851852
COFFEE,2005,3,126.61111111111111,2.3333333333333317,0.019309404751063335,120.2238095238095,104.62814814814816
COFFEE,2005,4,120.61875,-2.4499999999999993,-0.019040109077967275,126.11696428571429,113.76729166666667
COFFEE,2005,5,120.82222222222224,0.5611111111111123,0.0050847090796628126,119.7126984126984,119.55037037037037
COFFEE,2005,6,120.78125,-0.8625000000000007,-0.007014056115527176,121.47142857142858,122.51083333333332
COFFEE,2005,7,102.975,-1.3312500000000007,-0.011679706871392876,108.90625,118.51541666666667
COFFEE,2005,8,104.835,0.2550000000000011,0.0026692543607105697,104.27428571428572,112.93199999999999
COFFEE,2005,9,95.60625,-1.981250000000001,-0.020031230558465115,100.39553571428571,107.23895833333333
COFFEE,2005,10,96.06875,1.53125,0.016376560410639864,93.62410714285714,100.69062499999998
COFFEE,2005,11,104.13333333333334,0.6277777777777785,0.006388696921906178,101.53015873015872,99.62018518518519
COFFEE,2005,12,92.7125,-1.3124999999999998,-0.01150359886104529,97.525,98.0425
COFFEE,2006,1,116.28125,2.6374999999999993,0.02593708960243076,107.03482142857143,100.28041666666667
COFFEE,2006,2,115.4125,-0.30625000000000047,-0.0025067131679269126,116.8875,106.06
COFFEE,2006,3,108.675,-1.174999999999999,-0.010482366645659836,111.46875,108.49958333333333
COFFEE,2006,4,107.41875,-0.125,-0.001007392090279975,107.60267857142857,111.47354166666666
COFFEE,2006,5,106.44500000000001,-0.2900000000000006,-0.00260979855165136,107.06071428571428,110.1085
COFFEE,2006,6,97.46875,-0.7687499999999989,-0.007669136488303925,100.58303571428571,106.08333333333334
COFFEE,2006,7,100.19375,0.36249999999999893,0.0040585762105179125,99.1,103.39916666666666
COFFEE,2006,8,105.00555555555555,0.6388888888888888,0.006532309731172277,102.68650793650794,101.88777777777779
COFFEE,2006,9,103.225,-0.5250000000000004,-0.005001012771083751,104.72678571428571,101.62354166666667
COFFEE,2006,10,103.65555555555555,0.35555555555555585,0.003569991975961556,103.23015873015873,102.83537037037037
COFFEE,2006,11,113.575,1.5687499999999996,0.014677188417153476,108.8625,105.154375
COFFEE,2006,12,122.6,0.9999999999999999,0.008718210690113139,119.8375,109.05625
COFFEE,2007,1,121.71666666666667,-0.39444444444444415,-0.0030713967076639436,122.71031746031746,114.40796296296296
COFFEE,2007,2,116.40625,-0.7999999999999989,-0.006793632379261262,118.27053571428571,118.61833333333334
COFFEE,2007,3,112.2,-0.3625000000000007,-0.0031027052337145623,113.69553571428571,118.98125
COFFEE,2007,4,110.24375,0.2312499999999993,0.002188162653881,110.47946428571429,115.99333333333334
COFFEE,2007,5,102.41111111111111,-1.1166666666666663,-0.009767294788792966,104.96984126984127,111.43277777777777
COFFEE,2007,6,115.79375,1.3312500000000007,0.013543433736053864,111.22142857142856,109.39583333333333
COFFEE,2007,7,108.67777777777778,-0.4499999999999997,-0.003965940010495623,110.85317460317461,109.18166666666667
COFFEE,2007,8,117.675,1.3999999999999986,0.012330463060138025,113.71875,110.24458333333334
COFFEE,2007,9,114.70625,-0.4375,-0.0032981030671493123,115.91250000000001,113.33354166666666
COFFEE,2007,10,136.065,2.2200000000000015,0.018564410874988207,129.75,117.78916666666666
COFFEE,2007,11,121.0,-2.1937500000000014,-0.015780575929753213,126.83660714285715,123.36270833333333
COFFEE,2007,12,128.35,1.1312500000000014,0.009120563425143113,125.32053571428571,125.63354166666667
COFFEE,2008,1,134.6625,0.6875,0.005280476285054612,132.41071428571428,129.2735416666667
COFFEE,2008,2,144.2375,1.4562499999999972,0.010367092195250036,140.1392857142857,130.87604166666665
COFFEE,2008,3,155.11875,0.4875000000000007,0.004361652745673699,153.475,138.29833333333332
COFFEE,2008,4,131.8722222222222,-2.3333333333333335,-0.015010744333564878,137.87698412698413,141.84037037037035
COFFEE,2008,5,132.475,0.9187499999999993,0.007004466239022712,131.68660714285716,141.185
COFFEE,2008,6,134.28333333333333,-0.39999999999999936,-0.002699264135329133,134.54126984126984,138.0988888888889
COFFEE,2008,7,144.85000000000002,0.6055555555555574,0.005571904869823677,142.8777777777778,135.90074074074073
COFFEE,2008,8,138.08125,-0.32500000000000284,-0.00215353385010035,139.08482142857142,137.75479166666668
COFFEE,2008,9,138.655,-0.23499999999999943,-0.0015259584444516701,139.07071428571427,139.528
COFFEE,2008,10,118.73125,-2.46875,-0.019277912187727786,126.55625,136.90145833333332
COFFEE,2008,11,113.175,-0.4499999999999993,-0.003678480407388951,114.23392857142856,129.45083333333332
COFFEE,2008,12,108.275,-0.19000000000000056,-0.0013427827034591109,109.25357142857142,120.77033333333334
COFFEE,2009,1,113.39285714285714,0.6642857142857151,0.006520710003659699,110.9765306122449,113.16619047619047
COFFEE,2009,2,117.7611111111111,-0.2611111111111105,-0.0019463853823534554,117.22142857142859,112.51240740740741
COFFEE,2009,3,105.25,-0.4111111111111114,-0.003275738480798545,108.76111111111112,111.78703703703702
COFFEE,2009,4,117.45714285714287,1.5499999999999992,0.013890628420992502,112.10408163265306,112.60214285714287
COFFEE,2009,5,124.125,1.106250000000001,0.009033543579006863,121.0794642857143,114.533125
COFFEE,2009,6,134.82999999999998,0.14000000000000057,0.0018262183806060897,133.53785714285715,119.53
COFFEE,2009,7,114.34375,-2.1562500000000018,-0.017138218527544286,120.81696428571429,124.21374999999999
COFFEE,2009,8,134.80625,2.9062500000000013,0.025526510985326198,126.33482142857143,126.56395833333333
COFFEE,2009,9,122.27777777777777,-1.1388888888888904,-0.0077992172404337,126.31984126984126,126.64425925925927
COFFEE,2009,10,133.1625,1.5937500000000018,0.012301515024011675,128.58392857142857,125.359375
COFFEE,2009,11,138.07222222222222,-0.8222222222222229,-0.005902575606648767,138.61031746031748,130.74037037037039
COFFEE,2009,12,143.07222222222222,1.3277777777777766,0.0102901199042955,140.27936507936508,133.81092592592594
COFFEE,2010,1,142.64285714285714,0.07142857142857142,0.0005582675318873572,142.46326530612245,138.70357142857142
COFFEE,2010,2,131.91500000000002,-1.0349999999999997,-0.0071436389868490295,135.355,139.34300000000002
COFFEE,2010,3,129.635,-0.25999999999999945,-0.00191971254547652,130.08214285714286,136.51416666666665
COFFEE,2010,4,136.39285714285714,0.48571428571428654,0.0039775127678662574,134.39285714285714,134.09190476190477
COFFEE,2010,5,135.6,0.40625,0.003165589684652812,135.60892857142858,132.90104166666666
COFFEE,2010,6,136.0388888888889,0.905555555555553,0.006648915134288067,135.09761904761905,133.83444444444444
COFFEE,2010,7,161.11875,2.025000000000002,0.01469145944071665,152.66071428571428,139.48375
COFFEE,2010,8,170.17222222222222,1.6000000000000005,0.009926299071130998,166.49603174603175,148.08462962962963
COFFEE,2010,9,186.875,1.5874999999999986,0.00889468086579715,180.15089285714288,160.36041666666665
COFFEE,2010,10,178.2625,-0.3187500000000014,-0.0011412838188423246,181.6625,172.129375
COFFEE,2010,11,204.86999999999998,1.475,0.00818457532734944,196.685,182.53566666666666
COFFEE,2010,12,205.66875,1.1125000000000007,0.00552569396012235,205.99464285714285,193.12791666666666
COFFEE,2011,1,234.8375,3.9062500000000004,0.0187484402524256,224.23035714285714,203.26708333333332
COFFEE,2011,2,250.9944444444444,1.2611111111111104,0.005250912503716523,245.2404761904762,220.4672222222222
COFFEE,2011,3,278.0777777777778,2.4166666666666665,0.009744834004350278,268.2071428571428,238.81
COFFEE,2011,4,268.1875,0.012500000000002842,0.0004254425081548004,271.49107142857144,256.4320833333333
COFFEE,2011,5,288.10555555555555,0.01666666666666434,0.0008967429608127674,286.15,270.53592592592594
COFFEE,2011,6,263.40625,-1.125,-0.003670204500479162,268.68660714285716,275.7870833333333
COFFEE,2011,7,263.525,-1.03125,-0.0038754813160906624,264.8080357142857,273.124375
COFFEE,2011,8,238.53000000000003,-1.6349999999999993,-0.00630917184063981,245.5557142857143,264.977
COFFEE,2011,9,283.45625,4.16875,0.01886323351197915,268.1875,258.9891666666667
COFFEE,2011,10,226.95,-5.53125,-0.019392254179476588,246.2892857142857,254.98666666666665
COFFEE,2011,11,229.04444444444445,0.5000000000000001,0.002251965984216389,227.59920634920633,245.8987037037037
COFFEE,2011,12,227.84375,-1.9312499999999986,-0.008346348456937713,230.3892857142857,242.00583333333333
COFFEE,2012,1,226.475,1.9250000000000007,0.008797820361467413,224.80803571428572,229.63125
COFFEE,2012,2,217.09375,-2.3249999999999993,-0.009839656947857676,221.41339285714284,226.20729166666666
COFFEE,2012,3,193.25625,-4.087500000000002,-0.020210912641276287,204.59196428571428,220.17562499999997
COFFEE,2012,4,182.45,0.033333333333334596,0.0002712736908268441,184.6277777777778,207.80407407407407
COFFEE,2012,5,176.82777777777778,-0.7055555555555549,-0.0038066029028880114,178.3634920634921,194.33814814814815
COFFEE,2012,6,156.2,-2.793750000000003,-0.016112314519395963,164.03214285714284,179.83791666666667
COFFEE,2012,7,179.88888888888889,2.9944444444444462,0.018920121517677167,171.1484126984127,173.07629629629628
COFFEE,2012,8,171.425,-1.8625000000000007,-0.010549284948606212,176.01785714285714,171.629375
COFFEE,2012,9,167.2875,1.3625000000000005,0.008353202275885676,166.34821428571428,169.44625
COFFEE,2012,10,170.62,-1.5450000000000017,-0.008879190140384591,173.1507142857143,172.55433333333332
COFFEE,2012,11,151.9,-1.0812499999999972,-0.0066266100979604625,156.37946428571428,167.3504166666667
COFFEE,2012,12,139.825,-1.862500000000001,-0.012244609495505675,144.2044642857143,160.35875
COFFEE,2013,1,149.0875,1.8999999999999986,0.013554050240132152,145.18214285714285,153.85333333333332
COFFEE,2013,2,142.575,-1.5874999999999986,-0.010661989342037374,146.04910714285714,147.35875
COFFEE,2013,3,142.55625,0.125,0.0010384093420322872,142.02767857142857,144.18729166666668
COFFEE,2013,4,137.305,-0.6400000000000006,-0.00449660460752155,139.15857142857143,143.10016666666667
COFFEE,2013,5,141.39375,1.0687500000000014,0.007773812566104975,138.52857142857144,140.49687500000002
COFFEE,2013,6,127.4625,-2.6312500000000014,-0.018913990690611424,133.9107142857143,138.24645833333332
COFFEE,2013,7,121.75999999999999,-0.35999999999999943,-0.00282412855634914,123.29071428571429,132.98616666666666
COFFEE,2013,8,120.10625,0.5374999999999996,0.004595122241989012,119.89285714285714,127.77395833333334
COFFEE,2013,9,113.65,-0.8000000000000003,-0.006083356661207465,116.04444444444445,121.52777777777777
COFFEE,2013,10,114.91111111111111,0.050000000000000315,0.00048293008533950034,114.74285714285715,117.71962962962964
COFFEE,2013,11,103.90625,-1.3625000000000007,-0.01152789967935795,108.12410714285714,114.30333333333334
COFFEE,2013,12,108.1,0.5444444444444451,0.0052339104109826,106.57222222222224,110.74574074074073
COFFEE,2014,1,118.12857142857142,1.421428571428572,0.012704805285240971,113.38265306122449,110.23738095238095
COFFEE,2014,2,137.64375,2.5500000000000007,0.02083245815125955,130.78303571428572,114.21041666666667
COFFEE,2014,3,197.70000000000002,7.96875,0.054005334807223276,173.70178571428573,131.100625
COFFEE,2014,4,189.39444444444445,-0.4000000000000025,-0.0002552806817657886,190.0952380952381,154.76388888888889
COFFEE,2014,5,195.28125,-1.887499999999999,-0.009371632271677898,199.0169642857143,177.59479166666665
COFFEE,2014,6,169.94444444444446,-1.5722222222222229,-0.00828618418283142,176.72857142857143,187.99277777777777
COFFEE,2014,7,167.41666666666666,-1.4444444444444444,-0.008485241809369444,169.13015873015874,182.74314814814815
COFFEE,2014,8,187.7125,3.2062500000000007,0.021402542732484986,179.74642857142857,178.31708333333333
COFFEE,2014,9,190.275,-0.4949999999999989,-0.00213689314359724,191.34285714285716,178.641
COFFEE,2014,10,213.64375,5.09375,0.026825187040590538,200.06339285714287,186.84270833333332
COFFEE,2014,11,184.6,-4.5,-0.0205221512079333,197.63392857142856,194.30645833333332
COFFEE,2014,12,179.73,-1.1400000000000006,-0.0062261119976093895,182.00071428571428,192.8195
COFFEE,2015,1,173.25714285714284,0.5357142857142857,0.0037223803791875147,172.95816326530615,188.15761904761902
COFFEE,2015,2,163.41111111111113,-1.3555555555555543,-0.007316544149853669,167.98253968253968,178.02518518518517
